ENST00000450305	ENSG00000223972
ENST00000616658	ENSG00000276316
ENST00000641972	ENSG00000197849
ENST00000341493	ENSG00000197849
ENST00000641992	ENSG00000255298
ENST00000641707	ENSG00000255298
ENST00000524943	ENSG00000255298
ENST00000532944	ENSG00000255116
ENST00000641015	ENSG00000196341
ENST00000641897	ENSG00000196341
ENST00000357821	ENSG00000196341
ENST00000624618	ENSG00000279116
ENST00000526868	ENSG00000254976
ENST00000525146	ENSG00000255225
ENST00000533932	ENSG00000255030
ENST00000419328	ENSG00000227737
ENST00000427511	ENSG00000229254
ENST00000641451	ENSG00000284680
ENST00000375013	ENSG00000284680
ENST00000641139	ENSG00000284609
ENST00000354597	ENSG00000284609
ENST00000534542	ENSG00000255048
ENST00000356130	ENSG00000280090
ENST00000642064	ENSG00000197125
ENST00000328064	ENSG00000197125
ENST00000528631	ENSG00000255510
ENST00000419756	ENSG00000229386
ENST00000529692	ENSG00000254646
ENST00000528904	ENSG00000255315
ENST00000533869	ENSG00000254937
ENST00000306842	ENSG00000170953
ENST00000641670	ENSG00000196119
ENST00000642111	ENSG00000196119
ENST00000284287	ENSG00000196119
ENST00000526467	ENSG00000255341
ENST00000284288	ENSG00000154143
ENST00000441174	ENSG00000154144
ENST00000263593	ENSG00000110013
ENST00000545756	ENSG00000110013
ENST00000618733	ENSG00000110013
ENST00000227135	ENSG00000064199
ENST00000532692	ENSG00000064199
ENST00000284292	ENSG00000154146
ENST00000412681	ENSG00000154146
ENST00000326621	ENSG00000019102
ENST00000403470	ENSG00000019102
ENST00000278927	ENSG00000149564
ENST00000239614	ENSG00000120458
ENST00000374979	ENSG00000120458
ENST00000526629	ENSG00000120458
ENST00000524950	ENSG00000120458
ENST00000534607	ENSG00000254509
ENST00000533974	ENSG00000254941
ENST00000401123	ENSG00000215942
ENST00000397801	ENSG00000154134
ENST00000538940	ENSG00000154134
ENST00000543966	ENSG00000154134
ENST00000306534	ENSG00000154133
ENST00000533054	ENSG00000154133
ENST00000298251	ENSG00000165478
ENST00000408930	ENSG00000221932
ENST00000529051	ENSG00000149548
ENST00000344762	ENSG00000149548
ENST00000403796	ENSG00000134955
ENST00000308074	ENSG00000134955
ENST00000531909	ENSG00000150433
ENST00000528724	ENSG00000150433
ENST00000532156	ENSG00000150433
ENST00000532407	ENSG00000150433
ENST00000279968	ENSG00000150433
ENST00000526175	ENSG00000150433
ENST00000527766	ENSG00000150433
ENST00000529609	ENSG00000150433
ENST00000529583	ENSG00000150433
ENST00000527271	ENSG00000150433
ENST00000524879	ENSG00000187686
ENST00000525429	ENSG00000255475
ENST00000532316	ENSG00000254880
ENST00000298282	ENSG00000165495
ENST00000278919	ENSG00000149557
ENST00000366139	ENSG00000149557
ENST00000524435	ENSG00000149557
ENST00000278903	ENSG00000149547
ENST00000615917	ENSG00000149547
ENST00000534546	ENSG00000149547
ENST00000618552	ENSG00000149547
ENST00000620753	ENSG00000149547
ENST00000527235	ENSG00000149547
ENST00000392708	ENSG00000134910
ENST00000529196	ENSG00000134910
ENST00000531491	ENSG00000134910
ENST00000532449	ENSG00000149554
ENST00000438015	ENSG00000149554
ENST00000427383	ENSG00000149554
ENST00000428830	ENSG00000149554
ENST00000544373	ENSG00000149554
ENST00000534070	ENSG00000149554
ENST00000524737	ENSG00000149554
ENST00000278916	ENSG00000149554
ENST00000533904	ENSG00000134940
ENST00000315608	ENSG00000134940
ENST00000530048	ENSG00000134940
ENST00000527795	ENSG00000134940
ENST00000305738	ENSG00000171053
ENST00000437148	ENSG00000171053
ENST00000358524	ENSG00000196844
ENST00000436890	ENSG00000196844
ENST00000445202	ENSG00000236027
ENST00000534411	ENSG00000237353
ENST00000457514	ENSG00000237353
ENST00000564354	ENSG00000260209
ENST00000569238	ENSG00000260209
ENST00000356438	ENSG00000198331
ENST00000425380	ENSG00000198331
ENST00000526028	ENSG00000198331
ENST00000530811	ENSG00000110060
ENST00000227474	ENSG00000110060
ENST00000613398	ENSG00000110060
ENST00000525943	ENSG00000109832
ENST00000263576	ENSG00000109832
ENST00000524467	ENSG00000254790
ENST00000638636	ENSG00000283703
ENST00000392693	ENSG00000064309
ENST00000531738	ENSG00000064309
ENST00000263577	ENSG00000064309
ENST00000524793	ENSG00000254759
ENST00000567082	ENSG00000261257
ENST00000532357	ENSG00000254833
ENST00000526949	ENSG00000254771
ENST00000298317	ENSG00000165526
ENST00000533628	ENSG00000165526
ENST00000533050	ENSG00000197798
ENST00000627851	ENSG00000197798
ENST00000529731	ENSG00000197798
ENST00000360194	ENSG00000197798
ENST00000332118	ENSG00000182934
ENST00000532259	ENSG00000182934
ENST00000263578	ENSG00000110074
ENST00000532125	ENSG00000110074
ENST00000476981	ENSG00000243607
ENST00000392679	ENSG00000150455
ENST00000392678	ENSG00000150455
ENST00000392680	ENSG00000150455
ENST00000263579	ENSG00000110063
ENST00000227495	ENSG00000110080
ENST00000444328	ENSG00000110080
ENST00000530591	ENSG00000110080
ENST00000534083	ENSG00000110080
ENST00000392669	ENSG00000110080
ENST00000356132	ENSG00000110080
ENST00000526727	ENSG00000110080
ENST00000449406	ENSG00000110080
ENST00000532243	ENSG00000110080
ENST00000534457	ENSG00000110080
ENST00000616637	ENSG00000278215
ENST00000525144	ENSG00000149571
ENST00000529097	ENSG00000149571
ENST00000525704	ENSG00000149571
ENST00000530572	ENSG00000254938
ENST00000579623	ENSG00000266215
ENST00000530177	ENSG00000255546
ENST00000527317	ENSG00000255087
ENST00000609688	ENSG00000272981
ENST00000609845	ENSG00000272642
ENST00000637808	ENSG00000273409
ENST00000608214	ENSG00000273409
ENST00000529936	ENSG00000254591
ENST00000526843	ENSG00000254612
ENST00000609911	ENSG00000273415
ENST00000608492	ENSG00000272575
ENST00000609260	ENSG00000272575
ENST00000535549	ENSG00000134954
ENST00000392668	ENSG00000134954
ENST00000526145	ENSG00000134954
ENST00000531611	ENSG00000134954
ENST00000319397	ENSG00000134954
ENST00000602773	ENSG00000270160
ENST00000531784	ENSG00000255465
ENST00000344954	ENSG00000151702
ENST00000527786	ENSG00000151702
ENST00000281428	ENSG00000151702
ENST00000534087	ENSG00000151702
ENST00000392665	ENSG00000151704
ENST00000392666	ENSG00000151704
ENST00000440599	ENSG00000151704
ENST00000324036	ENSG00000151704
ENST00000392664	ENSG00000151704
ENST00000531824	ENSG00000255369
ENST00000529694	ENSG00000120457
ENST00000338350	ENSG00000120457
ENST00000533599	ENSG00000120457
ENST00000310799	ENSG00000174370
ENST00000524878	ENSG00000174370
ENST00000458238	ENSG00000120471
ENST00000531399	ENSG00000120471
ENST00000602346	ENSG00000120471
ENST00000530777	ENSG00000120471
ENST00000310343	ENSG00000134909
ENST00000392657	ENSG00000134909
ENST00000524655	ENSG00000134909
ENST00000527272	ENSG00000134909
ENST00000531501	ENSG00000255259
ENST00000281437	ENSG00000043039
ENST00000492051	ENSG00000240121
ENST00000626400	ENSG00000281386
ENST00000631195	ENSG00000281097
ENST00000529684	ENSG00000255188
ENST00000281441	ENSG00000151715
ENST00000524567	ENSG00000151715
ENST00000446488	ENSG00000170322
ENST00000524794	ENSG00000170322
ENST00000524746	ENSG00000170322
ENST00000526940	ENSG00000170322
ENST00000358825	ENSG00000170325
ENST00000304538	ENSG00000170325
ENST00000360871	ENSG00000170325
ENST00000423662	ENSG00000170325
ENST00000528746	ENSG00000170325
ENST00000526082	ENSG00000170325
ENST00000530583	ENSG00000233220
ENST00000525666	ENSG00000255057
ENST00000526184	ENSG00000255262
ENST00000527151	ENSG00000255535
ENST00000597197	ENSG00000267981
ENST00000528499	ENSG00000084234
ENST00000263574	ENSG00000084234
ENST00000345598	ENSG00000084234
ENST00000338167	ENSG00000084234
ENST00000278756	ENSG00000084234
ENST00000487566	ENSG00000244451
ENST00000278742	ENSG00000149418
ENST00000525842	ENSG00000196323
ENST00000397753	ENSG00000196323
ENST00000357899	ENSG00000196323
ENST00000530205	ENSG00000196323
ENST00000526902	ENSG00000255358
ENST00000534547	ENSG00000255220
ENST00000602376	ENSG00000175773
ENST00000532116	ENSG00000175773
ENST00000602310	ENSG00000175773
ENST00000257359	ENSG00000134917
ENST00000299164	ENSG00000166106
ENST00000525240	ENSG00000255155
ENST00000532665	ENSG00000236616
ENST00000317019	ENSG00000175728
ENST00000531876	ENSG00000255352
ENST00000533812	ENSG00000254842
ENST00000525716	ENSG00000255455
ENST00000265909	ENSG00000120451
ENST00000534726	ENSG00000120451
ENST00000426933	ENSG00000120451
ENST00000528555	ENSG00000120451
ENST00000530356	ENSG00000120451
ENST00000533214	ENSG00000120451
ENST00000408589	ENSG00000221516
ENST00000441665	ENSG00000236129
ENST00000447864	ENSG00000227125
ENST00000441638	ENSG00000237612
ENST00000416553	ENSG00000231698
ENST00000606885	ENSG00000231698
ENST00000374791	ENSG00000182667
ENST00000374786	ENSG00000182667
ENST00000425719	ENSG00000182667
ENST00000374784	ENSG00000182667
ENST00000539799	ENSG00000182667
ENST00000427481	ENSG00000182667
ENST00000416725	ENSG00000224795
ENST00000604842	ENSG00000271624
ENST00000331898	ENSG00000183715
ENST00000612177	ENSG00000183715
ENST00000541867	ENSG00000183715
ENST00000524381	ENSG00000183715
ENST00000374778	ENSG00000183715
ENST00000459213	ENSG00000238504
ENST00000526254	ENSG00000255258
ENST00000299140	ENSG00000166118
ENST00000532889	ENSG00000166118
ENST00000529222	ENSG00000213153
ENST00000582977	ENSG00000264919
ENST00000533871	ENSG00000080854
ENST00000321016	ENSG00000080854
ENST00000582427	ENSG00000264674
ENST00000532272	ENSG00000255406
ENST00000532706	ENSG00000204241
ENST00000529070	ENSG00000204241
ENST00000533091	ENSG00000204241
ENST00000527712	ENSG00000204241
ENST00000531938	ENSG00000204241
ENST00000526377	ENSG00000254648
ENST00000299106	ENSG00000166086
ENST00000441717	ENSG00000166086
ENST00000534330	ENSG00000254481
ENST00000534548	ENSG00000151503
ENST00000526422	ENSG00000151503
ENST00000532608	ENSG00000254616
ENST00000281187	ENSG00000151502
ENST00000525095	ENSG00000151502
ENST00000392595	ENSG00000151500
ENST00000341541	ENSG00000151500
ENST00000392594	ENSG00000151500
ENST00000352327	ENSG00000151500
ENST00000281182	ENSG00000151498
ENST00000374752	ENSG00000151498
ENST00000389887	ENSG00000166105
ENST00000431683	ENSG00000166105
ENST00000525536	ENSG00000254442
ENST00000339772	ENSG00000149328
ENST00000535456	ENSG00000149328
ENST00000392580	ENSG00000109956
ENST00000312527	ENSG00000109956
ENST00000524765	ENSG00000109956
ENST00000532652	ENSG00000254573
ENST00000529417	ENSG00000254989
ENST00000529922	ENSG00000255344
ENST00000513405	ENSG00000251226
ENST00000528497	ENSG00000255327
ENST00000597621	ENSG00000268936
ENST00000532071	ENSG00000255512
ENST00000504074	ENSG00000249054
ENST00000458783	ENSG00000238823
ENST00000400706	ENSG00000226210
ENST00000535849	ENSG00000256263
ENST00000594563	ENSG00000268640
ENST00000538872	ENSG00000120645
ENST00000382841	ENSG00000120645
ENST00000537295	ENSG00000256540
ENST00000397296	ENSG00000111181
ENST00000359674	ENSG00000111181
ENST00000424061	ENSG00000111181
ENST00000536824	ENSG00000111181
ENST00000445055	ENSG00000010379
ENST00000343164	ENSG00000010379
ENST00000436453	ENSG00000010379
ENST00000399788	ENSG00000073614
ENST00000540180	ENSG00000120647
ENST00000422000	ENSG00000120647
ENST00000239830	ENSG00000120647
ENST00000412006	ENSG00000120647
ENST00000266383	ENSG00000139044
ENST00000305108	ENSG00000171840
ENST00000397265	ENSG00000171840
ENST00000542920	ENSG00000171840
ENST00000433832	ENSG00000171840
ENST00000541881	ENSG00000256672
ENST00000535572	ENSG00000060237
ENST00000530271	ENSG00000060237
ENST00000315939	ENSG00000060237
ENST00000340908	ENSG00000060237
ENST00000537687	ENSG00000060237
ENST00000447667	ENSG00000060237
ENST00000574564	ENSG00000060237
ENST00000358495	ENSG00000002016
ENST00000430095	ENSG00000002016
ENST00000536177	ENSG00000002016
ENST00000545564	ENSG00000002016
ENST00000544742	ENSG00000002016
ENST00000541619	ENSG00000002016
ENST00000543086	ENSG00000082805
ENST00000546231	ENSG00000082805
ENST00000360905	ENSG00000082805
ENST00000611180	ENSG00000082805
ENST00000397203	ENSG00000082805
ENST00000589028	ENSG00000082805
ENST00000355446	ENSG00000082805
ENST00000616500	ENSG00000275811
ENST00000515614	ENSG00000249628
ENST00000537031	ENSG00000111186
ENST00000310594	ENSG00000111186
ENST00000397196	ENSG00000111186
ENST00000542408	ENSG00000111186
ENST00000339235	ENSG00000171823
ENST00000577921	ENSG00000266043
ENST00000357103	ENSG00000006831
ENST00000603687	ENSG00000271500
ENST00000493072	ENSG00000243663
ENST00000382722	ENSG00000151062
ENST00000538450	ENSG00000151062
ENST00000587995	ENSG00000151062
ENST00000588077	ENSG00000151062
ENST00000538027	ENSG00000151062
ENST00000586184	ENSG00000151062
ENST00000585708	ENSG00000151062
ENST00000585732	ENSG00000151062
ENST00000543818	ENSG00000166159
ENST00000299194	ENSG00000166159
ENST00000535041	ENSG00000166159
ENST00000418006	ENSG00000235049
ENST00000280665	ENSG00000151065
ENST00000540622	ENSG00000151065
ENST00000535873	ENSG00000151065
ENST00000335762	ENSG00000151067
ENST00000399655	ENSG00000151067
ENST00000480911	ENSG00000151067
ENST00000399595	ENSG00000151067
ENST00000399644	ENSG00000151067
ENST00000399638	ENSG00000151067
ENST00000399597	ENSG00000151067
ENST00000399621	ENSG00000151067
ENST00000399637	ENSG00000151067
ENST00000399591	ENSG00000151067
ENST00000399641	ENSG00000151067
ENST00000347598	ENSG00000151067
ENST00000399606	ENSG00000151067
ENST00000399601	ENSG00000151067
ENST00000344100	ENSG00000151067
ENST00000399629	ENSG00000151067
ENST00000327702	ENSG00000151067
ENST00000399649	ENSG00000151067
ENST00000402845	ENSG00000151067
ENST00000399603	ENSG00000151067
ENST00000399634	ENSG00000151067
ENST00000399617	ENSG00000151067
ENST00000406454	ENSG00000151067
ENST00000616390	ENSG00000151067
ENST00000366455	ENSG00000203648
ENST00000637219	ENSG00000283587
ENST00000613818	ENSG00000274659
ENST00000538799	ENSG00000256902
ENST00000637160	ENSG00000255669
ENST00000468281	ENSG00000224438
ENST00000538909	ENSG00000256030
ENST00000001008	ENSG00000004478
ENST00000630279	ENSG00000004478
ENST00000228799	ENSG00000111203
ENST00000337508	ENSG00000053702
ENST00000637658	ENSG00000283297
ENST00000382678	ENSG00000206044
ENST00000627656	ENSG00000111206
ENST00000342628	ENSG00000111206
ENST00000361953	ENSG00000111206
ENST00000359843	ENSG00000111206
ENST00000461997	ENSG00000171792
ENST00000618250	ENSG00000171792
ENST00000489288	ENSG00000171792
ENST00000448120	ENSG00000078246
ENST00000397132	ENSG00000078246
ENST00000358409	ENSG00000197905
ENST00000359864	ENSG00000197905
ENST00000397122	ENSG00000197905
ENST00000513358	ENSG00000250899
ENST00000483097	ENSG00000234589
ENST00000537971	ENSG00000011105
ENST00000011898	ENSG00000011105
ENST00000407263	ENSG00000011105
ENST00000495392	ENSG00000227081
ENST00000635814	ENSG00000250770
ENST00000432994	ENSG00000236908
ENST00000543036	ENSG00000236908
ENST00000542449	ENSG00000257048
ENST00000452611	ENSG00000111218
ENST00000382622	ENSG00000111218
ENST00000468701	ENSG00000243507
ENST00000440314	ENSG00000130038
ENST00000252322	ENSG00000130038
ENST00000427057	ENSG00000111224
ENST00000228820	ENSG00000111224
ENST00000447133	ENSG00000111224
ENST00000237841	ENSG00000118976
ENST00000543206	ENSG00000256969
ENST00000456928	ENSG00000256356
ENST00000489396	ENSG00000242444
ENST00000261254	ENSG00000118971
ENST00000635110	ENSG00000078237
ENST00000179259	ENSG00000078237
ENST00000493323	ENSG00000213970
ENST00000237837	ENSG00000118972
ENST00000228837	ENSG00000111241
ENST00000261250	ENSG00000047621
ENST00000545746	ENSG00000047621
ENST00000228843	ENSG00000111247
ENST00000352618	ENSG00000111247
ENST00000544927	ENSG00000111247
ENST00000543431	ENSG00000010219
ENST00000540757	ENSG00000010219
ENST00000010132	ENSG00000010219
ENST00000538921	ENSG00000256748
ENST00000536588	ENSG00000272921
ENST00000545990	ENSG00000111254
ENST00000228850	ENSG00000111254
ENST00000537929	ENSG00000256799
ENST00000266544	ENSG00000139180
ENST00000540688	ENSG00000139180
ENST00000544741	ENSG00000255639
ENST00000527518	ENSG00000255474
ENST00000252318	ENSG00000130035
ENST00000433855	ENSG00000130035
ENST00000542988	ENSG00000256988
ENST00000280684	ENSG00000151079
ENST00000382545	ENSG00000111262
ENST00000640161	ENSG00000284513
ENST00000537214	ENSG00000255996
ENST00000252321	ENSG00000130037
ENST00000544717	ENSG00000256115
ENST00000536518	ENSG00000256115
ENST00000537192	ENSG00000256417
ENST00000537714	ENSG00000256417
ENST00000544842	ENSG00000256146
ENST00000543308	ENSG00000256218
ENST00000538430	ENSG00000255983
ENST00000423158	ENSG00000185652
ENST00000331010	ENSG00000185652
ENST00000546188	ENSG00000047617
ENST00000327087	ENSG00000047617
ENST00000356134	ENSG00000047617
ENST00000612575	ENSG00000047617
ENST00000545761	ENSG00000255973
ENST00000261405	ENSG00000110799
ENST00000539206	ENSG00000255775
ENST00000382518	ENSG00000010278
ENST00000610354	ENSG00000010278
ENST00000009180	ENSG00000010278
ENST00000382515	ENSG00000010278
ENST00000537967	ENSG00000256103
ENST00000011684	ENSG00000008323
ENST00000536531	ENSG00000008323
ENST00000396988	ENSG00000008323
ENST00000449001	ENSG00000008323
ENST00000304581	ENSG00000008323
ENST00000162749	ENSG00000067182
ENST00000540022	ENSG00000067182
ENST00000366159	ENSG00000067182
ENST00000360168	ENSG00000111319
ENST00000540037	ENSG00000111319
ENST00000228916	ENSG00000111319
ENST00000396966	ENSG00000111319
ENST00000543768	ENSG00000111319
ENST00000539925	ENSG00000111321
ENST00000228918	ENSG00000111321
ENST00000543190	ENSG00000111321
ENST00000541102	ENSG00000111321
ENST00000541888	ENSG00000256433
ENST00000498412	ENSG00000213942
ENST00000447193	ENSG00000224906
ENST00000266557	ENSG00000139193
ENST00000544021	ENSG00000139192
ENST00000266556	ENSG00000139192
ENST00000400911	ENSG00000139190
ENST00000361716	ENSG00000139190
ENST00000535180	ENSG00000139190
ENST00000396308	ENSG00000139190
ENST00000541242	ENSG00000256913
ENST00000229238	ENSG00000111639
ENST00000537701	ENSG00000111639
ENST00000543164	ENSG00000111639
ENST00000543703	ENSG00000111639
ENST00000538814	ENSG00000111639
ENST00000543959	ENSG00000111639
ENST00000315579	ENSG00000010292
ENST00000229239	ENSG00000111640
ENST00000396856	ENSG00000111640
ENST00000396861	ENSG00000111640
ENST00000396859	ENSG00000111640
ENST00000396858	ENSG00000111640
ENST00000619601	ENSG00000111640
ENST00000436152	ENSG00000010295
ENST00000465801	ENSG00000010295
ENST00000336604	ENSG00000010295
ENST00000396840	ENSG00000010295
ENST00000619571	ENSG00000010295
ENST00000356896	ENSG00000010295
ENST00000615885	ENSG00000010295
ENST00000537442	ENSG00000111641
ENST00000620535	ENSG00000111641
ENST00000382421	ENSG00000111641
ENST00000545200	ENSG00000111641
ENST00000399466	ENSG00000111641
ENST00000322166	ENSG00000111641
ENST00000541778	ENSG00000111641
ENST00000617555	ENSG00000111641
ENST00000545915	ENSG00000111641
ENST00000540228	ENSG00000111641
ENST00000544484	ENSG00000111642
ENST00000357008	ENSG00000111642
ENST00000544040	ENSG00000111642
ENST00000431922	ENSG00000184574
ENST00000329858	ENSG00000184574
ENST00000229243	ENSG00000111644
ENST00000414226	ENSG00000111644
ENST00000536350	ENSG00000111644
ENST00000341550	ENSG00000111653
ENST00000619641	ENSG00000111653
ENST00000396807	ENSG00000111653
ENST00000446105	ENSG00000111653
ENST00000423703	ENSG00000111653
ENST00000412586	ENSG00000111653
ENST00000444704	ENSG00000111653
ENST00000319770	ENSG00000126746
ENST00000396801	ENSG00000126746
ENST00000361959	ENSG00000126746
ENST00000355772	ENSG00000126746
ENST00000540656	ENSG00000139200
ENST00000320591	ENSG00000139200
ENST00000534837	ENSG00000139200
ENST00000543155	ENSG00000111652
ENST00000626119	ENSG00000111652
ENST00000229251	ENSG00000111652
ENST00000539735	ENSG00000111652
ENST00000538410	ENSG00000111652
ENST00000534947	ENSG00000111652
ENST00000534877	ENSG00000111652
ENST00000602431	ENSG00000269892
ENST00000203630	ENSG00000089693
ENST00000435120	ENSG00000089693
ENST00000542154	ENSG00000089693
ENST00000539187	ENSG00000089693
ENST00000389462	ENSG00000159335
ENST00000619580	ENSG00000159335
ENST00000309083	ENSG00000159335
ENST00000441671	ENSG00000089692
ENST00000203629	ENSG00000089692
ENST00000011653	ENSG00000010610
ENST00000541982	ENSG00000010610
ENST00000311268	ENSG00000250510
ENST00000428545	ENSG00000250510
ENST00000382315	ENSG00000250510
ENST00000290510	ENSG00000110811
ENST00000229264	ENSG00000111664
ENST00000435982	ENSG00000111664
ENST00000422785	ENSG00000111665
ENST00000538862	ENSG00000111665
ENST00000229265	ENSG00000111665
ENST00000535406	ENSG00000111665
ENST00000540683	ENSG00000111665
ENST00000229268	ENSG00000111667
ENST00000389231	ENSG00000111667
ENST00000229270	ENSG00000111669
ENST00000613953	ENSG00000111669
ENST00000396705	ENSG00000111669
ENST00000488464	ENSG00000111669
ENST00000535434	ENSG00000111669
ENST00000523102	ENSG00000111671
ENST00000524270	ENSG00000111671
ENST00000519357	ENSG00000111671
ENST00000441655	ENSG00000240370
ENST00000433346	ENSG00000010626
ENST00000007969	ENSG00000010626
ENST00000622489	ENSG00000010626
ENST00000323702	ENSG00000010626
ENST00000443597	ENSG00000010626
ENST00000436789	ENSG00000010626
ENST00000429740	ENSG00000010626
ENST00000504533	ENSG00000248593
ENST00000610699	ENSG00000275703
ENST00000541477	ENSG00000111674
ENST00000229277	ENSG00000111674
ENST00000538763	ENSG00000111674
ENST00000545045	ENSG00000111674
ENST00000535366	ENSG00000111674
ENST00000356654	ENSG00000111676
ENST00000396684	ENSG00000111676
ENST00000544681	ENSG00000111678
ENST00000537087	ENSG00000111678
ENST00000229281	ENSG00000111678
ENST00000540506	ENSG00000111678
ENST00000399448	ENSG00000111679
ENST00000318974	ENSG00000111679
ENST00000456013	ENSG00000111679
ENST00000537269	ENSG00000257084
ENST00000384980	ENSG00000207713
ENST00000384975	ENSG00000207708
ENST00000546111	ENSG00000215021
ENST00000535923	ENSG00000215021
ENST00000399433	ENSG00000215021
ENST00000542912	ENSG00000215021
ENST00000440277	ENSG00000215021
ENST00000599672	ENSG00000126749
ENST00000607161	ENSG00000268439
ENST00000261407	ENSG00000111684
ENST00000406697	ENSG00000182326
ENST00000328916	ENSG00000182326
ENST00000360817	ENSG00000182326
ENST00000617865	ENSG00000182326
ENST00000402681	ENSG00000182326
ENST00000468816	ENSG00000239701
ENST00000543250	ENSG00000257078
ENST00000542285	ENSG00000159403
ENST00000545280	ENSG00000139178
ENST00000266542	ENSG00000139178
ENST00000544702	ENSG00000139178
ENST00000545337	ENSG00000139178
ENST00000619522	ENSG00000276144
ENST00000266560	ENSG00000139194
ENST00000542370	ENSG00000139194
ENST00000266546	ENSG00000139182
ENST00000537408	ENSG00000139182
ENST00000455147	ENSG00000139197
ENST00000266563	ENSG00000139197
ENST00000434354	ENSG00000139197
ENST00000420616	ENSG00000139197
ENST00000412720	ENSG00000139197
ENST00000266564	ENSG00000139197
ENST00000540190	ENSG00000256480
ENST00000399422	ENSG00000215009
ENST00000313599	ENSG00000177675
ENST00000416109	ENSG00000177675
ENST00000538078	ENSG00000255836
ENST00000359156	ENSG00000177575
ENST00000541972	ENSG00000177575
ENST00000396620	ENSG00000177575
ENST00000432237	ENSG00000177575
ENST00000509325	ENSG00000235868
ENST00000417799	ENSG00000256331
ENST00000544818	ENSG00000255977
ENST00000639256	ENSG00000284327
ENST00000639187	ENSG00000284591
ENST00000638789	ENSG00000284522
ENST00000229304	ENSG00000111701
ENST00000329913	ENSG00000184344
ENST00000345088	ENSG00000187569
ENST00000542353	ENSG00000198178
ENST00000354629	ENSG00000198178
ENST00000540085	ENSG00000198178
ENST00000360345	ENSG00000198178
ENST00000382119	ENSG00000205857
ENST00000640040	ENSG00000205857
ENST00000229307	ENSG00000111704
ENST00000526286	ENSG00000111704
ENST00000340749	ENSG00000173262
ENST00000542546	ENSG00000173262
ENST00000616981	ENSG00000173262
ENST00000543909	ENSG00000173262
ENST00000431042	ENSG00000173262
ENST00000542505	ENSG00000173262
ENST00000396589	ENSG00000173262
ENST00000535295	ENSG00000173262
ENST00000539924	ENSG00000173262
ENST00000480485	ENSG00000241828
ENST00000536322	ENSG00000255885
ENST00000525030	ENSG00000176654
ENST00000533382	ENSG00000255356
ENST00000075120	ENSG00000059804
ENST00000470614	ENSG00000240739
ENST00000631571	ENSG00000282080
ENST00000429127	ENSG00000255964
ENST00000388966	ENSG00000255581
ENST00000162391	ENSG00000065970
ENST00000428177	ENSG00000065970
ENST00000307637	ENSG00000171860
ENST00000639955	ENSG00000089818
ENST00000339754	ENSG00000089818
ENST00000638237	ENSG00000089818
ENST00000639811	ENSG00000089818
ENST00000639167	ENSG00000089818
ENST00000229332	ENSG00000111729
ENST00000345999	ENSG00000111729
ENST00000352620	ENSG00000111729
ENST00000360500	ENSG00000111729
ENST00000428824	ENSG00000235602
ENST00000402465	ENSG00000284393
ENST00000538792	ENSG00000256171
ENST00000610508	ENSG00000196946
ENST00000359286	ENSG00000196946
ENST00000491870	ENSG00000244050
ENST00000611627	ENSG00000276417
ENST00000618256	ENSG00000275367
ENST00000307435	ENSG00000171847
ENST00000538603	ENSG00000171847
ENST00000437882	ENSG00000254016
ENST00000583174	ENSG00000266026
ENST00000338711	ENSG00000164845
ENST00000304751	ENSG00000215241
ENST00000399866	ENSG00000215241
ENST00000536034	ENSG00000215241
ENST00000541031	ENSG00000256589
ENST00000544461	ENSG00000226091
ENST00000538304	ENSG00000226091
ENST00000411880	ENSG00000256552
ENST00000535746	ENSG00000256101
ENST00000539795	ENSG00000256101
ENST00000408380	ENSG00000221307
ENST00000622868	ENSG00000277952
ENST00000479743	ENSG00000242661
ENST00000408177	ENSG00000221104
ENST00000641832	ENSG00000284687
ENST00000642101	ENSG00000284673
ENST00000545435	ENSG00000256136
ENST00000425390	ENSG00000238152
ENST00000581233	ENSG00000266218
ENST00000439409	ENSG00000214487
ENST00000544395	ENSG00000177586
ENST00000382073	ENSG00000205846
ENST00000477936	ENSG00000243830
ENST00000299665	ENSG00000166527
ENST00000501248	ENSG00000246115
ENST00000299663	ENSG00000166523
ENST00000446457	ENSG00000166523
ENST00000545274	ENSG00000166523
ENST00000542819	ENSG00000255801
ENST00000229335	ENSG00000111732
ENST00000537228	ENSG00000111732
ENST00000540341	ENSG00000255967
ENST00000359478	ENSG00000197614
ENST00000433590	ENSG00000197614
ENST00000396549	ENSG00000197614
ENST00000543369	ENSG00000197614
ENST00000535336	ENSG00000197614
ENST00000540087	ENSG00000197614
ENST00000545370	ENSG00000256004
ENST00000535829	ENSG00000166532
ENST00000357529	ENSG00000166532
ENST00000538135	ENSG00000166532
ENST00000619374	ENSG00000166532
ENST00000497462	ENSG00000244131
ENST00000540299	ENSG00000249790
ENST00000514568	ENSG00000249790
ENST00000299698	ENSG00000166535
ENST00000539547	ENSG00000166535
ENST00000543824	ENSG00000111752
ENST00000433083	ENSG00000111752
ENST00000544916	ENSG00000111752
ENST00000000412	ENSG00000003056
ENST00000356986	ENSG00000139187
ENST00000266551	ENSG00000139187
ENST00000391992	ENSG00000213049
ENST00000544463	ENSG00000255776
ENST00000318602	ENSG00000175899
ENST00000540749	ENSG00000256937
ENST00000390208	ENSG00000211542
ENST00000540396	ENSG00000256720
ENST00000261336	ENSG00000126838
ENST00000448968	ENSG00000256817
ENST00000566278	ENSG00000256069
ENST00000426188	ENSG00000231503
